n,name,shortname,standard,verdict,filters_passed,mean,max,match.var,match,RT.var,RT,count.air,freq.air,count.floral,freq.floral,count.leaf,freq.leaf,count.ambient,freq.ambient,filter_RT,filter_match,filter_freq.floral,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filter_ambient_ttest,filter_final
3553,"Tetradecanoic acid, propyl ester",,,,3,6545,1570902,NA,0.71,NA,18.62,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3554,Tetradecyl trifluoroacetate,,,,4,122662,3691096,0.0033,0.92,4.32,15.52,9,0.191,38,0.158,16.000,0.302,9,0.1914893617,OK,OK,OK,OK,Low,AmRatioFail,2.4,tTestFail,FALSE
3555,Tetraethylene glycol,,,,4,35312,637812,0.0039,0.86,0.11,15.67,12,0.255,59,0.246,30.000,0.566,12,0.2553191489,OK,OK,OK,OK,Low,AmRatioFail,1.2,tTestFail,FALSE
3556,Tetrahydrofuran,,,,4,14783,360002,0.0037,0.86,0.00,2.45,5,0.106,25,0.104,8.000,0.151,5,0.1063829787,OK,OK,OK,OK,Low,AmRatioFail,1.1,tTestFail,FALSE
3557,"Tetrahydrofuran, 2-ethyl-5-methyl-",,,,3,3508,336322,0.0003,0.80,10.92,4.08,1,0.021,4,0.017,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.0,tTestFail,FALSE
3558,"Tetrahydrofuran, 2-hexyl-",,,,5,453,108731,NA,0.82,NA,9.92,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3559,"Tetrahydrofuran, 2-methyl-5-pentyl-",,,,2,3621,170670,0.0023,0.76,0.08,10.91,1,0.021,9,0.038,2.000,0.038,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,3.8,tTestFail,FALSE
3560,Tetrahydroionyl acetate,,,,4,1254,240610,0.0005,0.76,2.86,14.91,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3561,Tetrahydrophthalimide,,,,4,127,30495,NA,0.74,NA,2.58,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3562,"Tetrapentacontane, 1,54-dibromo-",,,,4,515249,9344445,0.001285,0.82,2.9957,23.11,13,0.277,84,0.350,35.000,0.660,13,0.2765957447,High,OK,OK,OK,OK,AmRatioFail,1.4,tTestFail,FALSE
3563,Tetratetracontane,,,,3,94953,4680697,0.005127,0.865,7.8284,21.72,1,0.021,16,0.067,4.000,0.075,1,0.02127659574,High,OK,Rare,OK,OK,AmRatioFail,2.2,tTestFail,FALSE
3564,Tetratriacontane,,,,4,2026663,16634188,0.000877,0.94,0.5718,22.68,23,0.489,110,0.458,50.000,0.943,23,0.4893617021,High,OK,OK,OK,OK,AmRatioFail,0.9,tTestFail,FALSE
3565,Tetratriacontyl heptafluorobutyrate,,,,5,3603,640132,0.0041,0.80,6.58,15.97,0,0.000,3,0.013,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3566,Tetratriacontyl pentafluoropropionate,,,,4,5613,1019368,0.0013,0.79,0.60,16.52,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3567,"Tetrazolo[1,5-b]pyridazine, 6-(1-piperidyl)-",,,,2,309,43880,0.0004,0.72,0.00,8.66,1,0.021,2,0.008,2.000,0.038,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
3568,"Thiepane, 1,1-dioxide",,,,2,1871,191274,0.0003,0.80,0.00,3.54,1,0.021,4,0.017,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,2.2,tTestFail,FALSE
3569,"Thiocyanic acid, 1,1,3,3-tetramethylbutyl ester",,,,4,216,51819,NA,0.75,NA,14.30,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3570,"Thiolane-3,3,4,4-tetracarbonitrile, 2,5-di-tert-butyl-",,,,4,16,3747,NA,0.72,NA,4.87,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3571,"Thiophene, 2-propyl-",,,,4,1111,190882,0.0005,0.76,0.00,6.80,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3572,"Thiourea, 2-cyano-1,3-dihexyl-",,,,2,1107,144286,0.0002,0.76,0.00,4.07,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
3573,Thunbergol,,,,4,222461,3092703,0.000831,0.74,0.9886,20.65,0,0.000,28,0.117,1.000,0.019,0,0,High,Low,OK,OK,Low,OK,Inf,OK,FALSE
3574,Tibolone,,,,3,9121,2189122,NA,0.72,NA,19.40,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3575,Tiglic acid,,,,5,420,100719,NA,0.88,NA,6.16,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3576,Toluene,toluene,Methyl_salicylate,NEXP1,5,801935,13338402,0.0017,0.88,0.00,4.25,28,0.596,134,0.558,14.000,0.264,28,0.5957446809,OK,OK,OK,OK,OK,AmRatioFail,1.2,tTestFail,FALSE
1967,Caprolactam,,,cont,4,1604724,21489518,0.0056,0.94,0.17,12.39,29,0.617,143,0.596,48.000,0.906,29,0.6170212766,OK,OK,OK,Contaminant,OK,AmRatioFail,2.1,tTestFail,FALSE
125,"[1,1'-Bicyclopentyl]-2-one",,,cont,4,114280,3431594,0.0013,0.85,0.00,12.91,11,0.234,81,0.338,34.000,0.642,11,0.2340425532,OK,OK,OK,OK,Low,AmRatioFail,2.1,tTestFail,FALSE
3579,trans-.beta.-Terpinyl benzoate,,,,4,651,156229,NA,0.75,NA,14.41,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3580,"trans-1,2-Cyclohexanediamine",,,,4,1167,203425,0.0002,0.75,0.00,7.56,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3581,"trans-1,2-Diethyl cyclopentane",,,,2,0,0,NA,0.76,NA,6.81,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
3582,trans-13-Octadecenoic acid,,,,2,0,0,NA,0.72,NA,12.13,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
3583,"trans-2-Decen-1-ol, pentafluoropropionate",,,,3,0,0,NA,0.82,NA,10.46,0,0.000,0,0.000,1.000,0.019,0,0,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestZeros,FALSE
3584,"trans-2-Decen-1-ol, trifluoroacetate",,,,4,1714,359592,0.0050,0.79,6.26,12.24,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3585,trans-2-Dodecen-1-ol,,,,5,58927,4135609,0.0022,0.83,5.58,12.71,5,0.106,30,0.125,0.000,0.000,5,0.1063829787,OK,OK,OK,OK,OK,AmRatioFail,3.6,tTestFail,FALSE
3586,"trans-2-Dodecen-1-ol, acetate",,,,3,2872,689261,NA,0.76,NA,17.89,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3587,"trans-2-Dodecen-1-ol, pentafluoropropionate",,,,4,3445,496943,0.001900,0.825,11.5503,17.10,0,0.000,4,0.017,0.000,0.000,0,0,High,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3588,"trans-2-Dodecen-1-ol, trifluoroacetate",,,,3,12596,1332595,0.0022,0.80,10.92,15.94,2,0.043,10,0.042,1.000,0.019,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,0.8,tTestFail,FALSE
3589,trans-2-Dodecenoic acid,,,,2,1153,276618,0.0002,0.73,4.87,16.65,1,0.021,1,0.004,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
3590,Trans-2-heptenoic acid,,,,4,380,91248,NA,0.75,NA,5.27,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3591,trans-2-Methyl-3-octene,,,,3,0,0,NA,0.81,NA,5.74,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
3592,"trans-2-Methylcyclohexanol, trifluoroacetate",,,,4,723,173503,NA,0.79,NA,13.29,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3593,trans-2-Pinanol,,,,5,7298,1060468,0.0064,0.88,0.46,10.43,0,0.000,6,0.025,3.000,0.057,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3594,trans-2-Undecen-1-ol,,,,4,1244,154815,0.0041,0.79,0.57,11.89,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3595,trans-3-Caren-2-ol,,,,4,5225,261832,0.0021,0.81,0.33,9.71,1,0.021,6,0.025,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,OK,5.0,tTestFail,FALSE
3596,trans-3-Nonen-2-one,,,,4,60,14418,NA,0.72,NA,10.65,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3597,"trans-3,4-Epoxynonane",,,,4,388,93056,NA,0.78,NA,5.27,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3598,"trans-3,4-Epoxyoctane",,,,5,291,69891,NA,0.81,NA,8.74,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3599,trans-3(10)-Caren-2-ol,,,,4,390,66429,0.0000,0.72,0.00,9.27,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3600,"trans-5,6-Epoxydecane",,,,4,126,30269,NA,0.75,NA,8.79,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3601,trans-Calamenene,,,,4,86009,3235412,0.0012,0.86,0.00,16.12,4,0.085,28,0.117,2.000,0.038,4,0.08510638298,OK,OK,OK,OK,Low,AmRatioFail,2.3,tTestFail,FALSE
3602,trans-Cinnamic acid,,,,2,2659,133098,0.0005,0.74,0.00,13.05,3,0.064,7,0.029,0.000,0.000,3,0.06382978723,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
2891,L-Lactic acid,,,cont,6,365032,16215186,0.0009,0.93,0.10,6.26,5,0.106,65,0.271,29.000,0.547,5,0.1063829787,OK,OK,OK,OK,OK,OK,5.0,tTestFail,TRUE
3604,trans-Geranylgeraniol,,,,4,45830,2612924,0.001663,0.8,5.1222,18.28,0,0.000,12,0.050,0.000,0.000,0,0,High,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3605,"trans-p-mentha-1(7),8-dien-2-ol",,,,4,244,58610,NA,0.72,NA,9.28,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3606,trans-Pinocarvyl acetate,,,,2,2882,77731,0.0008,0.77,0.00,10.54,3,0.064,19,0.079,0.000,0.000,3,0.06382978723,OK,Low,Rare,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
3607,trans-Pinocarvyl laureate,,,,4,1141,71619,0.0006,0.76,0.00,10.51,0,0.000,6,0.025,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3608,trans-Undec-4-enal,,,,2,107,14786,0.0044,0.75,1.80,10.62,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
3609,trans-Verbenyl caprate,,,,3,23186,5545727,0.0004,0.72,0.00,10.35,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,OK,AmRatioFail,3.4,tTestFail,FALSE
3610,trans-Verbenyl isovalerate,,,,4,12003,2623923,0.0003,0.73,1.70,9.71,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3611,trans-Verbenyl laureate,,,,2,1477,194943,0.0003,0.73,0.00,10.33,1,0.021,3,0.013,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
3612,Triacetin,,,,2,2050,492019,0.0008,0.78,0.00,13.63,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,2.2,tTestFail,FALSE
3613,Triacontane,,,,4,286418,17755362,0.004792,0.88,0.8378,22.57,8,0.170,27,0.113,11.000,0.208,8,0.170212766,High,OK,OK,OK,OK,AmRatioFail,1.3,tTestFail,FALSE
3614,"Triacontane, 1-bromo-",,,,1,51451,3724071,0.002162,0.745,7.6275,22.05,4,0.085,15,0.063,2.000,0.038,4,0.08510638298,High,Low,Rare,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
3615,"Triacontane, 1-iodo-",,,,3,164058,3905284,0.003017,0.835,1.8961,22.58,5,0.106,30,0.125,14.000,0.264,5,0.1063829787,High,OK,OK,OK,Low,AmRatioFail,3.1,tTestFail,FALSE
3616,"Triacontane, 1,30-dibromo-",,,,2,28432,2078542,0.001657,0.805,7.8936,22.17,2,0.043,4,0.017,0.000,0.000,2,0.04255319149,High,OK,Rare,OK,Low,AmRatioFail,0.7,tTestFail,FALSE
3617,Triacontyl acetate,,,,4,19351,2371346,0.000800,0.83,0.0001,21.70,0,0.000,2,0.008,0.000,0.000,0,0,High,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3618,Triacontyl heptafluorobutyrate,,,,5,7615,949818,0.0000,0.84,0.00,15.97,0,0.000,2,0.008,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3619,Triarachine,,,,4,31742,4062205,0.001195,0.81,0.9485,19.11,1,0.021,6,0.025,0.000,0.000,1,0.02127659574,High,OK,Rare,OK,OK,OK,18.9,tTestFail,FALSE
3620,Tributyl acetylcitrate,,,,1,14368,1477402,0.006936,0.73,0.0000,21.97,3,0.064,4,0.017,2.000,0.038,3,0.06382978723,High,Low,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
3621,"Trichloroacetic acid, 2-ethylhexyl ester",,,,2,1444,346583,0.0001,0.74,2.22,9.70,2,0.043,1,0.004,0.000,0.000,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
3622,"Trichloroacetic acid, 4-hexadecyl ester",,,,3,10616,1105551,0.002433,0.76,6.1307,21.34,0,0.000,3,0.013,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3623,"Trichloroacetic acid, 6-ethyl-3-octyl ester",,,,4,648,155499,0.0018,0.74,11.38,11.08,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3624,"Trichloroacetic acid, decyl ester",,,,5,1201,160670,0.0002,0.81,0.56,10.48,0,0.000,3,0.013,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3625,"Trichloroacetic acid, dodecyl ester",,,,4,5669,430886,0.004625,0.835,9.0298,18.30,0,0.000,4,0.017,0.000,0.000,0,0,High,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3626,"Trichloroacetic acid, hexadecyl ester",,,,3,7847,678370,0.004470,0.77,7.7436,17.06,0,0.000,4,0.017,1.000,0.019,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3627,"Trichloroacetic acid, tridecyl ester",,,,3,1118,101800,0.0040,0.80,3.21,15.54,2,0.043,3,0.013,2.000,0.038,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
3628,"Trichloroacetic acid, undecyl ester",,,,3,32304,3498526,0.0022,0.85,2.06,15.54,4,0.085,22,0.092,3.000,0.057,4,0.08510638298,OK,OK,Rare,OK,Low,AmRatioFail,1.6,tTestFail,FALSE
3629,Trichloromethane,,,,4,35340,518886,0.0048,0.91,0.00,2.35,8,0.170,45,0.188,0.000,0.000,8,0.170212766,OK,OK,OK,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
3630,"Tricosanoic acid, isopropyl ester",,,,4,263,63002,NA,0.74,NA,14.76,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3631,"Tricyclo[2.2.1.0(2,6)]heptane",,,,4,314,75448,NA,0.76,NA,2.02,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3632,"Tricyclo[2.2.1.0(2,6)]heptane, 1,7,7-trimethyl-",,,,2,959,212302,0.0034,0.78,0.64,8.59,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,3.2,tTestFail,FALSE
3633,"Tricyclo[3.1.0.0(2,4)]hex-3-ene-3-carbonitrile",,,,2,0,0,NA,0.76,NA,8.13,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
3634,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-","3,6-diethyl-3,6-dimethyltricyclo[3.1.0.02,4]hexane",Hexenol,NEXP1,3,22252,1269761,0.0004,0.78,0.02,16.86,1,0.021,7,0.029,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,OK,5.5,tTestFail,FALSE
3635,"Tricyclo[3.2.1.0(2,4)]octane, 3-methylene-",,,,2,2645,361584,0.0004,0.78,0.00,4.24,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
3636,"Tricyclo[3.3.1.1(3,7)]decane, 6-nitro-1,3,5-triaza-",,,,2,0,0,NA,0.75,NA,8.71,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
3637,"Tricyclo[4.4.0.0(2,8)]dec-3-en-5-ol",,,,4,166,39785,NA,0.70,NA,11.31,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3638,"Tricyclo[5.4.0.0(2,8)]undec-9-ene, 2,6,6,9-tetramethyl-, (1R,2S,7R,8R)-",,,,3,1184536,9071609,0.001252,0.75,1.7901,20.04,16,0.340,100,0.417,15.000,0.283,16,0.3404255319,High,Low,OK,OK,OK,AmRatioFail,1.3,tTestFail,FALSE
3639,"Tricyclo[6.3.0.0(2,4)]undec-8-ene, 3,3,7,11-tetramethyl-",,,,4,34955,5006379,0.000100,0.73,0.0000,20.09,0,0.000,3,0.013,0.000,0.000,0,0,High,Low,Rare,OK,OK,OK,Inf,OK,FALSE
3640,"Trideca-1,7,11-triene-1,1-dicarbonitrile, 4,8,12-trimethyl-",,,,4,4702,1036322,0.0049,0.77,3.59,13.08,0,0.000,4,0.017,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3641,Tridecanal,,,,5,652308,21955853,0.0009,0.93,1.46,13.12,29,0.617,113,0.471,14.000,0.264,29,0.6170212766,OK,OK,OK,OK,OK,AmRatioFail,1.9,tTestFail,FALSE
3642,Tridecane,,,,5,5102,623076,0.0040,0.88,4.40,7.08,0,0.000,3,0.013,2.000,0.038,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3643,"Tridecane, 1-iodo-",,,,5,215907,26933712,0.0024,0.77,2.12,14.90,0,0.000,7,0.029,1.000,0.019,0,0,OK,Low,Rare,OK,OK,OK,Inf,OK,FALSE
3644,"Tridecane, 2-methyl-",,,,5,1805,131774,0.0000,0.86,0.00,11.01,0,0.000,4,0.017,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3645,"Tridecane, 2,5-dimethyl-",,,,4,1513,126440,0.0021,0.75,0.00,15.00,0,0.000,6,0.025,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3646,"Tridecane, 3-methyl-",,,,4,3884,197464,0.0024,0.77,0.00,13.97,0,0.000,9,0.038,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3647,"Tridecane, 3-methylene-",,,,4,51117,4330867,0.0024,0.82,1.64,16.67,3,0.064,18,0.075,1.000,0.019,3,0.06382978723,OK,OK,Rare,OK,OK,AmRatioFail,2.7,tTestFail,FALSE
3648,"Tridecane, 4-cyclohexyl-",,,,2,12474,1834956,0.0009,0.76,3.08,16.32,5,0.106,7,0.029,3.000,0.057,5,0.1063829787,OK,Low,Rare,OK,Low,AmRatioFail,1.8,tTestFail,FALSE
3649,"Tridecane, 4-methyl-",,,,4,45320,2213089,0.0029,0.82,1.57,13.78,4,0.085,19,0.079,4.000,0.075,4,0.08510638298,OK,OK,Rare,OK,Low,OK,4.3,tTestFail,FALSE
3650,"Tridecane, 5-cyclohexyl-",,,,3,7789,940854,0.001633,0.735,12.6367,18.99,0,0.000,3,0.013,1.000,0.019,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3651,"Tridecane, 5-methyl-",,,,3,5643,409787,0.0024,0.84,0.67,13.74,3,0.064,8,0.033,0.000,0.000,3,0.06382978723,OK,OK,Rare,OK,Low,AmRatioFail,2.7,tTestFail,FALSE
3652,"Tridecane, 6-methyl-",,,,5,785,113178,0.0019,0.81,3.48,15.00,0,0.000,3,0.013,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3653,"Tridecane, 6-propyl-",,,,5,24193,4895210,0.0045,0.78,4.83,16.38,0,0.000,5,0.021,1.000,0.019,0,0,OK,Low,Rare,OK,OK,OK,Inf,OK,FALSE
3654,"Tridecane, 7-hexyl-",,,,5,2726,355004,0.0018,0.83,0.20,16.38,0,0.000,3,0.013,4.000,0.075,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3655,"Tridecane, 7-methyl-",,,,4,683,163960,NA,0.78,NA,12.32,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3656,Tridecanoic acid,,,,4,162813,4785084,0.003514,0.89,0.3245,17.49,14,0.298,86,0.358,42.000,0.792,14,0.2978723404,High,OK,OK,OK,OK,AmRatioFail,2.0,tTestFail,FALSE
3657,"Tridecanol, 2-ethyl-2-methyl-",,,,4,42555,3482030,0.0037,0.81,10.23,16.44,1,0.021,11,0.046,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,OK,89.1,tTestFail,FALSE
3658,Tridecyl acetate,,,,5,398,95457,NA,0.80,NA,14.05,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
3659,Triethylene glycol,,,,2,27336,921030,0.0018,0.77,0.00,11.93,1,0.021,16,0.067,13.000,0.245,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,2.4,tTestFail,FALSE
3660,Triethylene glycol monododecyl ether,,,,2,5718,911347,0.0018,0.72,23.80,11.45,2,0.043,4,0.017,1.000,0.019,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,2.0,tTestFail,FALSE
3661,"Trifluoroacetic acid, pentadecyl ester",,,,3,31605,1239335,0.0037,0.92,3.49,16.76,5,0.106,22,0.092,3.000,0.057,5,0.1063829787,OK,OK,Rare,OK,Low,AmRatioFail,1.2,tTestFail,FALSE
3662,"Trifluoroacetic acid,n-tridecyl ester",,,,5,264476,14429769,0.0019,0.92,1.78,14.25,18,0.383,92,0.383,18.000,0.340,18,0.3829787234,OK,OK,OK,OK,OK,AmRatioFail,2.3,tTestFail,FALSE
3663,Trifluoroacetoxy hexadecane,,,,3,8733,846543,0.0025,0.91,0.88,16.76,1,0.021,6,0.025,1.000,0.019,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
3664,"trisiloxane, 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]-",,,,5,151662,9693383,0.0050,0.80,1.81,8.28,9,0.191,56,0.233,20.000,0.377,9,0.1914893617,OK,OK,OK,OK,OK,AmRatioFail,0.5,tTestFail,FALSE
3665,Tritetracontane,,,,4,97821,2571784,0.0011,0.89,3.80,15.07,11,0.234,35,0.146,3.000,0.057,11,0.2340425532,OK,OK,OK,OK,Low,AmRatioFail,0.8,tTestFail,FALSE
3666,"Undec-10-ynoic acid, 4-methyl-2-pentyl ester",,,,2,1065,148875,0.0016,0.75,10.46,12.95,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
3667,"Undec-10-ynoic acid, decyl ester",,,,4,3712,531293,0.0021,0.76,6.32,12.69,0,0.000,4,0.017,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3668,"Undec-10-ynoic acid, dodecyl ester",,,,2,1140,129783,0.0041,0.73,5.00,15.97,1,0.021,3,0.013,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,2.4,tTestFail,FALSE
3669,"Undec-10-ynoic acid, heptyl ester",,,,4,352,84577,NA,0.75,NA,11.23,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3670,"Undec-10-ynoic acid, hexyl ester",,,,4,64,15330,NA,0.75,NA,10.62,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3671,"Undec-10-ynoic acid, nonyl ester",,,,3,813,123102,0.000100,0.77,17.3232,18.43,0,0.000,3,0.013,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
3672,"Undec-10-ynoic acid, tetradecyl ester",,,,1,91548,2687706,0.001865,0.78,1.5161,20.65,1,0.021,15,0.063,3.000,0.057,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,1.8,tTestFail,FALSE
3673,"Undec-10-ynoic acid, undecyl ester",,,,3,3257,238999,0.0023,0.83,4.30,12.69,1,0.021,5,0.021,2.000,0.038,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.1,tTestFail,FALSE
3674,Undecanal,undecanal,Hexenol,newleaf,3,16575,1271763,0.0010,0.84,1.32,13.09,2,0.043,14,0.058,8.000,0.151,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,1.9,tTestFail,FALSE
3675,Undecane,,,,5,179882,6453825,0.0013,0.90,0.74,8.36,25,0.532,107,0.446,12.000,0.226,25,0.5319148936,OK,OK,OK,OK,OK,AmRatioFail,1.2,tTestFail,FALSE
3676,"Undecane, 2-methyl-",2-methylundecane,Hexenol,new,4,56558,3235495,0.0010,0.88,0.27,11.01,7,0.149,30,0.125,7.000,0.132,7,0.1489361702,OK,OK,OK,OK,Low,AmRatioFail,3.7,tTestFail,FALSE
